_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
446368,4156443,2017.0,2017,1953.0,SOCIAL HOUSING,3,Etobicoke-Lakeshore,25 FORTY THIRD ST,3,41,2017-10-26,73,Evaluation needs to be conducted in 2 years,16,3.0,3.0,3.0,4.0,4.0,4.0,,4.0,,,4.0,3.0,5.0,4.0,3.0,3.0,,3.0,4.0,4.0,W0334,43.5903216537,-79.5464760633,301031.587,4827598.975
446369,4154492,2017.0,2017,1958.0,PRIVATE,8,Eglinton-Lawrence,47 EUPHRASIA DR,3,26,2017-10-26,59,Evaluation needs to be conducted in 1 year,18,3.0,3.0,2.0,3.0,3.0,3.0,,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,N0826,43.712421686099994,-79.4606406052,307956.24600000004,4841163.303
446370,4156337,2017.0,2017,1970.0,PRIVATE,6,York Centre,190 EXBURY RD,19,154,2017-10-26,65,Evaluation needs to be conducted in 1 year,20,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,N0627,43.729239154,-79.509192255,304054.473,4843029.277
446371,4155812,2017.0,2017,1970.0,PRIVATE,6,York Centre,200 EXBURY RD,20,154,2017-10-26,65,Evaluation needs to be conducted in 1 year,20,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,N0627,43.728487665,-79.509556463,304021.422,4842944.744
446372,4155527,2017.0,2017,1957.0,PRIVATE,3,Etobicoke-Lakeshore,66 FIFTEENTH ST,3,23,2017-10-26,57,Evaluation needs to be conducted in 1 year,15,2.0,3.0,3.0,3.0,3.0,2.0,,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,W0335,43.6016913741,-79.5154841711,303534.33,4828861.169
446373,4155180,2017.0,2017,1964.0,PRIVATE,5,York South-Weston,777 JANE ST,9,106,2017-10-26,59,Evaluation needs to be conducted in 1 year,18,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,W0539,43.6730591704,-79.4935959279,305300.77,4836789.64
446374,4154325,2017.0,2017,1958.0,PRIVATE,5,York South-Weston,1605 JANE ST,3,28,2017-10-26,60,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,3.0,3.0,,2.0,,3.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,W0528,43.700297074,-79.50255884479999,304578.221,4839815.666
446375,4153556,2017.0,2017,1980.0,SOCIAL HOUSING,10,Spadina-Fort York,5 HAHN PL,4,32,2017-10-26,63,Evaluation needs to be conducted in 1 year,16,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,2.0,3.0,2.0,4.0,3.0,,S1039,43.648895593999995,-79.362805101,315851.683,4834115.191000001
446376,4153554,2017.0,2017,1980.0,SOCIAL HOUSING,10,Spadina-Fort York,33 HAHN PL,8,135,2017-10-26,65,Evaluation needs to be conducted in 1 year,19,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,S1039,43.649402507,-79.362697005,315860.308,4834171.515
446377,4153431,2017.0,2017,1983.0,SOCIAL HOUSING,13,Toronto Centre,90 SHUTER ST,10,77,2017-10-26,66,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,,3.0,3.0,5.0,3.0,4.0,4.0,,3.0,3.0,,S1332,43.655490881000006,-79.3742822812,314924.96,4834845.425
446378,4154453,2017.0,2017,1958.0,PRIVATE,6,York Centre,18 SKIPTON CRT,4,40,2017-10-26,76,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,3.0,4.0,,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,N0627,43.737360083999995,-79.492713493,305371.21,4843934.081
446379,4154454,2017.0,2017,1958.0,PRIVATE,6,York Centre,20 SKIPTON CRT,4,40,2017-10-26,79,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,3.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N0627,43.736844271,-79.49297506,305369.286,4843919.864
446380,4153019,2017.0,2017,1959.0,PRIVATE,4,Parkdale-High Park,166 JAMESON AVE,8,61,2017-10-26,66,Evaluation needs to be conducted in 2 years,17,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,,3.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,,S0436,43.6379895083,-79.4367678371,309886.286,4832895.432
446381,4153034,2017.0,2017,1957.0,PRIVATE,4,Parkdale-High Park,177 JAMESON AVE,7,73,2017-10-26,64,Evaluation needs to be conducted in 1 year,17,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,2.0,,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,,S0436,43.6385987342,-79.4361728843,309934.239,4832963.146000001
446382,4154641,2017.0,2017,1969.0,PRIVATE,6,York Centre,12 GOLDFINCH CRT,12,143,2017-10-26,63,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,N0624,43.7709438668,-79.45096002390001,308732.646,4847665.256
446383,4153518,2017.0,2017,1927.0,PRIVATE,13,Toronto Centre,16 ST JOSEPH ST,4,37,2017-10-26,69,Evaluation needs to be conducted in 2 years,16,4.0,3.0,4.0,4.0,3.0,3.0,,3.0,3.0,,3.0,4.0,5.0,3.0,3.0,4.0,,3.0,3.0,,S1321,43.666396149200004,-79.3863015962,313953.812,4836055.585
446384,4153399,2017.0,2017,1982.0,PRIVATE,10,Spadina-Fort York,20 ST PATRICK ST,14,256,2017-10-26,66,Evaluation needs to be conducted in 2 years,18,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,,S1024,43.6509721376,-79.3893617427,313709.312,4834341.702
446385,4154171,2017.0,2017,1962.0,PRIVATE,15,Don Valley West,4 GRANDSTAND PL,6,60,2017-10-26,74,Evaluation needs to be conducted in 2 years,18,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,,N1533,43.704055124899995,-79.3456519574,317224.299,4840244.586
446386,4154457,2017.0,2017,1968.0,PRIVATE,6,York Centre,1450 SHEPPARD AVE W,7,181,2017-10-26,76,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,,N0625,43.7448396549,-79.48975794430001,305609.483,4844764.076
446387,4154174,2017.0,2017,1985.0,SOCIAL HOUSING,15,Don Valley West,18 THORNCLIFFE PARK DR,7,109,2017-10-26,76,Evaluation needs to be conducted in 2 years,19,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,N1533,43.704307406400005,-79.3469915731,317116.28,4840272.413
446388,4154168,2017.0,2017,1959.0,PRIVATE,15,Don Valley West,36 THORNCLIFFE PARK DR,6,70,2017-10-26,54,Evaluation needs to be conducted in 1 year,18,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,,2.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,,N1533,43.702708953,-79.344590225,317309.891,4840096.148
446389,4154152,2017.0,2017,1966.0,PRIVATE,15,Don Valley West,47 THORNCLIFFE PARK DR,25,474,2017-10-26,61,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,,N1533,43.700783732,-79.34267244,317464.875,4839882.563
446390,4153506,2017.0,2017,1940.0,PRIVATE,13,Toronto Centre,83 GLOUCESTER ST,3,27,2017-10-26,67,Evaluation needs to be conducted in 2 years,15,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,4.0,,3.0,3.0,,S1322,43.667333372200005,-79.3809735781,314383.363,4836160.296
446391,4154642,2017.0,2017,1969.0,PRIVATE,6,York Centre,4 GOLDFINCH CRT,12,95,2017-10-26,61,Evaluation needs to be conducted in 1 year,19,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,N0624,43.7701314471,-79.4494799439,308851.855,4847575.071
446392,4152731,2017.0,2017,1961.0,PRIVATE,21,Scarborough Centre,4 TREEWOOD ST,7,82,2017-10-26,65,Evaluation needs to be conducted in 1 year,17,3.0,4.0,4.0,2.0,4.0,1.0,,3.0,3.0,,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,,E2129,43.754281749499995,-79.26405657069999,323784.661,4845839.897
446393,4155905,2017.0,2017,1969.0,PRIVATE,4,Parkdale-High Park,95 HIGH PARK AVE,16,218,2017-10-25,77,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,,S0428,43.65678758399999,-79.46615734699999,307493.658,4834995.877
446394,4156367,2017.0,2017,1954.0,PRIVATE,5,York South-Weston,4 GREENBROOK DR,3,23,2017-10-25,61,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,W0532,43.697269463999994,-79.47635433880001,306690.437,4839479.496
446395,4155094,2017.0,2017,1955.0,PRIVATE,5,York South-Weston,2 GREENTREE CRT,4,29,2017-10-25,61,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,4.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,,W0532,43.6929246755,-79.4786023031,306509.343,4838996.768999999
446396,4155095,2017.0,2017,1955.0,PRIVATE,5,York South-Weston,4 GREENTREE CRT,4,43,2017-10-25,56,Evaluation needs to be conducted in 1 year,16,3.0,2.0,3.0,3.0,3.0,2.0,,3.0,,3.0,3.0,2.0,5.0,3.0,2.0,2.0,,3.0,3.0,,W0532,43.6926919823,-79.4790165335,306475.957,4838970.911
446397,4153849,2017.0,2017,1969.0,PRIVATE,15,Don Valley West,160 ERSKINE AVE,23,250,2017-10-25,78,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,,N1526,43.71268040100001,-79.393055375,313402.315,4841197.882
446398,4155848,2017.0,2017,1969.0,PRIVATE,4,Parkdale-High Park,35 HIGH PARK AVE,26,201,2017-10-25,72,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,S0428,43.6547264051,-79.4652848769,307584.63300000003,4834753.518999999
446399,4152935,2017.0,2017,1969.0,PRIVATE,4,Parkdale-High Park,40 HIGH PARK AVE,20,331,2017-10-25,71,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,3.0,5.0,2.0,3.0,4.0,4.0,,3.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,,S0428,43.6547197987,-79.4663714027,307496.989,4834752.748
446400,4166848,2017.0,2017,1969.0,PRIVATE,4,Parkdale-High Park,65 HIGH PARK AVE,23,321,2017-10-25,76,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,S0428,43.655948159,-79.465424787,307525.818,4834894.517
446401,4154876,2017.0,2017,1960.0,PRIVATE,16,Don Valley East,26 SLOANE AVE,4,60,2017-10-25,61,Evaluation needs to be conducted in 1 year,19,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,,N1628,43.7266750646,-79.3142450154,319749.941,4842762.762
446402,4152993,2017.0,2017,1977.0,PRIVATE,4,Parkdale-High Park,96 JAMESON AVE,6,72,2017-10-25,62,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,3.0,2.0,,4.0,3.0,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,,S0437,43.63476362390001,-79.4354387074,309993.79600000003,4832537.146000001
446403,4152983,2017.0,2017,1968.0,PRIVATE,4,Parkdale-High Park,109 JAMESON AVE,7,118,2017-10-25,42,Building Audit,18,2.0,3.0,3.0,1.0,3.0,1.0,,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,,S0437,43.635775261400006,-79.4351441471,310017.478,4832649.546
446404,4152984,2017.0,2017,1955.0,PRIVATE,4,Parkdale-High Park,125 JAMESON AVE,7,67,2017-10-25,60,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,3.0,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,S0437,43.6361641445,-79.4351614024,310016.053,4832692.746
446405,4153589,2017.0,2017,1934.0,PRIVATE,13,Toronto Centre,433 SHERBOURNE ST,4,48,2017-10-25,63,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S1323,43.665410503900006,-79.3734599636,314989.627,4835947.562
446406,4153590,2017.0,2017,1934.0,PRIVATE,13,Toronto Centre,435 SHERBOURNE ST,4,48,2017-10-25,65,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,4.0,3.0,4.0,,3.0,3.0,,S1323,43.665547356400005,-79.3735085585,314985.686,4835962.758
446407,4154153,2017.0,2017,1968.0,PRIVATE,15,Don Valley West,49 THORNCLIFFE PARK DR,20,400,2017-10-25,56,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,,N1533,43.701948808999994,-79.342340022,317491.42100000003,4840012.05
446408,4155401,2017.0,2017,1969.0,PRIVATE,2,Etobicoke Centre,535 THE EAST MALL,7,90,2017-10-25,59,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,3.0,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,,W0232,43.651798497600005,-79.5625281219,299740.547,4834429.513
446409,4155540,2017.0,2017,1970.0,PRIVATE,3,Etobicoke-Lakeshore,100 TWENTY FIFTH ST,3,18,2017-10-25,81,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,W0334,43.59601136,-79.523701265,302857.947,4828272.539
446410,4155560,2017.0,2017,1968.0,PRIVATE,3,Etobicoke-Lakeshore,6 TWENTY FOURTH ST,7,81,2017-10-25,64,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,4.0,,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,W0334,43.5975229121,-79.52326171050001,302906.316,4828398.191000001
446411,4154669,2017.0,2017,1955.0,PRIVATE,8,Eglinton-Lawrence,199 WILSON AVE,4,46,2017-10-25,70,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,,N0824,43.7390527397,-79.4243280269,310879.837,4844123.886
446412,4155383,2017.0,2017,1970.0,PRIVATE,2,Etobicoke Centre,329 THE WEST MALL,5,45,2017-10-25,70,Evaluation needs to be conducted in 2 years,18,3.0,4.0,3.0,3.0,3.0,3.0,,3.0,4.0,,3.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,W0233,43.6375255076,-79.5635248549,299658.87,4832843.935
446413,4155394,2017.0,2017,1969.0,PRIVATE,2,Etobicoke Centre,545 THE WEST MALL,16,312,2017-10-25,60,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,W0231,43.651935308,-79.56812821300001,299175.535,4834432.713
446414,4155712,2017.0,2017,1965.0,PRIVATE,16,Don Valley East,44 VALLEY WOODS RD,22,263,2017-10-25,64,Evaluation needs to be conducted in 1 year,20,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,N1625,43.7546536057,-79.33343933489999,318197.315,4845867.709
446415,4154930,2017.0,2017,1964.0,PRIVATE,12,Toronto-St. Paul's,400 WALMER RD,25,547,2017-10-25,78,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,S1230,43.6852911437,-79.4131806469,311783.937,4838152.1219999995
446416,4153372,2017.0,2017,1965.0,PRIVATE,12,Toronto-St. Paul's,82 WARREN RD,7,49,2017-10-25,59,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,3.0,2.0,2.0,,S1237,43.6853486337,-79.4067397267,312303.234,4838159.076
446417,4153888,2017.0,2017,1963.0,PRIVATE,12,Toronto-St. Paul's,90 WARREN RD,5,79,2017-10-25,68,Evaluation needs to be conducted in 2 years,16,4.0,3.0,4.0,3.0,3.0,2.0,,3.0,3.0,,3.0,3.0,5.0,4.0,4.0,4.0,,3.0,3.0,,S1231,43.6859314457,-79.4069242127,312288.29,4838223.81
446418,4156297,2017.0,2017,1968.0,PRIVATE,2,Etobicoke Centre,25 WARRENDER AVE,13,126,2017-10-25,58,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,W0227,43.67573405,-79.551408627,300638.915,4837089.0819999995
446419,4156102,2017.0,2017,1968.0,PRIVATE,2,Etobicoke Centre,35 WARRENDER AVE,7,108,2017-10-25,57,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,W0227,43.676251271000005,-79.552119041,300581.193,4837146.295
446420,4155928,2017.0,2017,1971.0,PRIVATE,2,Etobicoke Centre,41 WARRENDER AVE,7,105,2017-10-25,55,Evaluation needs to be conducted in 1 year,19,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,W0227,43.676012058999994,-79.553552325,300469.80100000004,4837116.899
446421,4232592,2017.0,2017,1971.0,PRIVATE,2,Etobicoke Centre,53 WARRENDER AVE,13,128,2017-10-25,55,Evaluation needs to be conducted in 1 year,19,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,W0227,43.675270143,-79.553851772,300439.227,4837043.395
446422,4154399,2017.0,2017,1960.0,PRIVATE,6,York Centre,1303 WILSON AVE,8,85,2017-10-25,78,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,,N0631,43.7232242004,-79.4942044092,305251.45,4842362.698
446423,4154398,2017.0,2017,1960.0,PRIVATE,6,York Centre,1305 WILSON AVE,8,86,2017-10-25,78,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,,N0631,43.7234367633,-79.4949764367,305189.248,4842386.31
446424,4154028,2017.0,2017,1957.0,PRIVATE,8,Eglinton-Lawrence,3110 YONGE ST,4,41,2017-10-25,58,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,,2.0,2.0,,N0825,43.726185855,-79.402998395,312599.587,4842696.294
446425,4153596,2017.0,2017,1963.0,PRIVATE,13,Toronto Centre,222 WELLESLEY ST E,7,69,2017-10-25,63,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,,S1323,43.6678764377,-79.37278552689999,315043.596,4836221.596
446426,4250596,2017.0,2017,1938.0,PRIVATE,12,Toronto-St. Paul's,18 TICHESTER RD,4,32,2017-10-25,70,Evaluation needs to be conducted in 2 years,16,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,,3.0,4.0,4.0,5.0,3.0,4.0,4.0,,3.0,4.0,,S1230,43.685962783,-79.41794405899999,311399.553,4838227.295
446427,4250600,2017.0,2017,1938.0,PRIVATE,12,Toronto-St. Paul's,22 TICHESTER RD,4,32,2017-10-25,64,Evaluation needs to be conducted in 1 year,16,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,,2.0,4.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S1230,43.68592338,-79.418139695,311383.785,4838222.902
446428,4155034,2017.0,2017,1965.0,PRIVATE,12,Toronto-St. Paul's,640 LAUDER AVE,10,129,2017-10-25,58,Evaluation needs to be conducted in 1 year,19,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,,S1222,43.6937773713,-79.44616047699999,309124.445,4839092.664
446429,4152836,2017.0,2017,1979.0,PRIVATE,24,Scarborough-Guildwood,30 LIVONIA PL,13,200,2017-10-25,72,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,,E2423,43.786028953999995,-79.204498435,328567.963,4849383.17
446430,4152809,2017.0,2017,1970.0,PRIVATE,24,Scarborough-Guildwood,419 MARKHAM RD,12,160,2017-10-25,60,Evaluation needs to be conducted in 1 year,19,3.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,E2430,43.750117696000004,-79.220863337,327264.45,4845388.046
446431,4219140,2017.0,2017,2011.0,PRIVATE,2,Etobicoke Centre,620 MARTIN GROVE RD,22,236,2017-10-25,74,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,,3.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,W0227,,,,
446432,4245705,2017.0,2017,1967.0,PRIVATE,3,Etobicoke-Lakeshore,359 KIPLING AVE,3,12,2017-10-25,63,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,3.0,3.0,3.0,3.0,4.0,4.0,3.0,,4.0,3.0,,W0335,43.600993851800006,-79.5179299016,303336.876,4828783.712
446433,4154417,2017.0,2017,1950.0,PRIVATE,6,York Centre,2808 KEELE ST,4,54,2017-10-25,76,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,N0627,43.7290630749,-79.4829377791,306159.092,4843011.481000001
446434,4154011,2017.0,2017,1952.0,PRIVATE,8,Eglinton-Lawrence,118 MONTGOMERY AVE,3,109,2017-10-25,70,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,,N0833,43.709488115,-79.40261900899999,312632.053,4840842.279
446435,4153168,2017.0,2017,1930.0,PRIVATE,11,University-Rosedale,496 MONTROSE AVE,3,24,2017-10-25,61,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,,S1132,43.662851529799994,-79.4210660752,311150.555,4835658.55
446436,4152934,2017.0,2017,1969.0,PRIVATE,4,Parkdale-High Park,77 QUEBEC AVE,21,330,2017-10-25,71,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,3.0,5.0,2.0,3.0,3.0,4.0,,3.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,,S0428,43.655398071,-79.4672963222,307422.34,4834828.072
446437,4156725,2017.0,2017,2009.0,SOCIAL HOUSING,13,Toronto Centre,160 JARVIS ST,6,98,2017-10-25,76,Evaluation needs to be conducted in 2 years,18,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,,4.0,4.0,,S1332,43.654672753999996,-79.373968369,314934.897,4834789.433
446438,4155049,2017.0,2017,1960.0,PRIVATE,8,Eglinton-Lawrence,822 ROSELAWN AVE,9,56,2017-10-25,60,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,3.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,,N0831,43.702841898100004,-79.43937545909999,309670.69800000003,4840100.068
446439,4253806,2017.0,2017,1956.0,PRIVATE,11,University-Rosedale,1 ROSEDALE RD,4,25,2017-10-25,58,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,,S1129,43.674781847,-79.38361137,314169.232,4836988.448
